eyeHandDiff,eyes,afterEffect,subjectN,groups
-7.78304104386519,-20.3218895428252,-2.44674806750021,4,2
-13.6320857451241,-20.21323683819,-5.63776701155891,4,2
-20.7833949730414,-22.3508286614093,1.27494431245984,4,2
-0.481482710281412,-22.1377977155655,1.05622939779844,4,2
-19.038478059982,-18.0954579531629,2.14200260361356,4,2
-20.3727210008897,-16.1513289605466,2.63628862328932,4,2
-1.51220979233578,-19.7933128222887,-0.174541393937252,4,2
-10.5620060409102,-24.3717204561933,-1.69199850173385,4,2
-25.4440370703205,-24.627222414678,-3.49674079689636,4,2
-10.5995874687993,-18.2651895435015,1.72002110725866,4,2
-14.2913914715242,-14.4408239337798,-13.0720705536492,5,2
-16.2301966978689,-12.6831236955638,-9.2765999636518,5,2
-17.5604877958594,-8.69073170706548,-3.44028624635899,5,2
-32.0247957043893,-1.75747297663121,-5.94684029152028,5,2
-31.2827747678006,4.09128446692256,-4.82162994560589,5,2
-21.2262994834361,-0.839186142575559,-4.90346525602206,5,2
-16.0706776339342,-10.4248555624399,-11.1613208499043,5,2
-14.078623144023,-21.8859944726794,-7.57884762141861,5,2
-8.63207736807304,-19.645031191444,-9.54659830452231,5,2
-38.1438807502373,8.41686672249083,-16.5812980214256,5,2
-87.9453690614251,39.7035567840506,2.72320330023067,5,2
-90.2820521408734,58.1415002719924,-11.0807389729441,5,2
-90.1060062229984,60.3889309333476,-9.40841977615297,5,2
-70.8981480344152,45.6625170217533,1.39930318464598,5,2
-56.6976060192816,26.240242721436,-9.04544345894824,5,2
-36.3893905685738,17.2574766820356,1.25400712129966,5,2
-33.9381286993618,10.4269116741903,-1.78034820780279,5,2
-37.905009692174,3.87378051967173,-14.1085608432403,5,2
NaN,-1.75066020094384,-9.82094195097061,5,2
-35.720478000504,0.570485101941761,-9.48863895850554,5,2
-23.0884605543035,1.56932091685516,7.45895344822971,6,2
-43.4750264806011,5.95419527661209,7.83790843717196,6,2
-29.332312448036,7.63642895992564,0.404211534335348,6,2
-33.0604277090722,9.35073153689729,1.8910495070091,6,2
-42.1052879877859,11.1102116548666,4.67723359714387,6,2
-39.206750235257,12.3126968065012,0.86234115868966,6,2
-49.2366287038332,12.9921481257436,-0.90366831357523,6,2
-35.3489061547607,12.1875108048446,-0.527317852756917,6,2
-41.9173132727609,10.8703229285153,1.8088049603107,6,2
-37.5515726325886,10.215740365112,-3.56458620501266,6,2
-48.0259817391888,10.369406127564,-0.3425448254226,6,2
-36.8275261987427,10.6616506926368,2.5111104120273,6,2
-42.537532485412,11.7838332414949,0.564724484638083,6,2
-38.2374343225253,12.8915447821664,1.26299492212114,6,2
-38.9065533239061,13.2548165667482,-1.90584379678411,6,2
-45.651475426827,13.9018200546661,0.301123880453153,6,2
-40.2714175987213,13.9086054749214,-5.90687594595407,6,2
-44.2549473734689,12.2814214217792,-2.14919859395151,6,2
-40.7963517473418,11.275500103517,-1.44836470797186,6,2
-40.2769998010021,12.9411675335255,4.36898145007644,6,2
23.874933820171,-35.4286055423461,4.58082589291049,7,2
-35.5945555762003,-39.8590581937246,10.3386183549424,7,2
-0.663389853283171,-42.7921987567397,12.2895342491747,7,2
42.1797807115125,-42.2387030450112,-1.10919056714968,7,2
-9.14750987470881,-39.6173972015721,5.5600772924367,7,2
-3.39031355040697,-37.7697190028548,0.747850598738615,7,2
-52.9792193317801,-43.5522381917488,5.5214363014312,7,2
5.92076646005026,-52.0234083333528,3.11774222715468,7,2
13.630685872505,-56.8984797262901,9.1165028051766,7,2
10.5564868425089,-59.8851212175198,6.98794226300022,7,2
68.7500988994484,-61.5890350567955,3.84214794371545,7,2
-15.0468765615334,-57.9995586892349,4.06340951236941,7,2
17.5733083693437,-48.7801411663965,-2.68563297453384,7,2
-30.3432444858232,-43.9595178273494,6.14528238756208,7,2
-5.38251820837828,-41.6919027305667,9.42935770298106,7,2
-2.07209527088889,-36.4205726934585,2.79019972306696,7,2
-2.71784672320851,-32.712020266079,5.56359242744974,7,2
29.9159281676151,-30.1863336005114,0.845889601980784,7,2
6.73287746303914,-22.0006104514924,8.22508226960033,7,2
-31.5818119636845,-13.0725168954914,-5.35886799274207,7,2
-24.8797148802489,-9.02124146198466,4.86895232252822,8,2
-15.4945934221328,-11.3832745135952,2.92193473322409,8,2
-9.29736391025511,-20.4207614187162,8.93203148710744,8,2
9.91424884656777,-27.9337794431489,-1.39633240320301,8,2
-2.14233304065444,-28.200544249842,-6.29868377761078,8,2
-13.8025921204779,-22.3903419266906,-1.88493440404577,8,2
-15.414176683566,-11.194770419171,6.15190759263704,8,2
-27.8413060368613,-1.05057842249798,-10.4558557851807,8,2
-43.2296711529007,7.37662831687996,21.8818991511643,8,2
-22.8494480392546,9.10626317266202,-3.57523165716346,8,2
-28.6774448908131,2.02561039365926,-4.53259247391611,8,2
-26.236625016072,-7.41117250564408,-3.2512618412579,8,2
-12.211763791746,-15.675661275428,1.32098000439904,8,2
-15.0529727470549,-21.820667350583,3.05899396218445,8,2
-5.67735168806349,-20.0109659596716,2.92040165548112,8,2
-0.881346696683037,-10.9073720364893,-11.320056888015,8,2
-18.5169883022567,-10.1789594877618,0.685807719628688,8,2
-26.5126468897102,-12.5300634454701,-6.1330175204025,8,2
-23.6099603390002,-6.44799367360289,10.3017934527557,8,2
-39.7843064057809,9.28555066372796,-5.47973407032424,8,2
-31.0820422294998,16.5634790806357,2.85933251869542,9,2
-38.1552733515826,13.4048549241795,-15.0616734886612,9,2
-40.6061457019015,9.66004734099169,-9.18295505753665,9,2
-40.5210426736291,10.8365539968565,3.46727225420145,9,2
-63.0475661389201,16.5943295302411,-7.7262757249504,9,2
-39.7257600724172,16.7605017341979,5.01737141056627,9,2
-28.9843313220537,6.53679184063757,-7.22128886061836,9,2
-39.6576528027452,-4.68731762944065,10.9618112410566,9,2
-36.9739692877824,-9.7434851719094,-9.16285015502629,9,2
-22.7209137871598,-4.76041265045635,5.6871052857554,9,2
-54.2442271461553,6.27466627323114,3.52262312841216,9,2
-40.3218194457786,13.1106382736362,-8.60976927608687,9,2
-52.3064763936282,11.5661609476471,11.8539475540006,9,2
-33.5160296289674,8.29534258345578,-9.46431891571921,9,2
-45.1516699062784,8.39687721402309,-14.2959359744675,9,2
-33.8130215005764,8.51198626870744,9.26296986360069,9,2
-53.1409598966491,8.64409804545146,-11.0783178878179,9,2
-43.6504776452907,8.52985510250848,13.2678605092588,9,2
-39.6938016281507,6.68507429702579,-14.4008627263017,9,2
-49.7366097264076,14.2197523487093,2.28954345135686,9,2
