eyeHandDiff,eyes,afterEffect,subjectN,groups
10.0822970580843,-31.5465204791804,-8.87564391712177,1,1
-10.0121222695842,-27.2710974243564,-3.62598955522086,1,1
-33.4413008779057,14.6076806695156,-15.0028600682527,1,1
-95.2413743065429,57.0844393963929,-11.1440057321909,1,1
-121.630473634366,99.8863122646942,-17.7266719083176,1,1
-172.755402628274,134.703183714496,1.31977640512502,1,1
-148.603229325023,107.00907013274,-19.3356683184397,1,1
-49.4758324713112,33.2751722080127,-0.290086046944329,1,1
35.7537079282538,-52.3665058771498,-22.6862901631632,1,1
95.105598057218,-128.663949764539,0.927158605144702,1,1
116.508050154624,-135.100158339407,-2.91694070706348,1,1
47.4629472399688,-82.0767121753589,-20.0333607593435,1,1
9.32006900945801,-41.2092429438857,-24.2774085167135,1,1
-8.34528528325409,-9.59113176788885,-3.16414984118553,1,1
-44.6099203147318,17.4044121265188,-25.0871444964644,1,1
-59.0821349767578,18.4323482231082,-0.66045755973443,1,1
-69.712354310912,26.4837344218599,-20.7843926455544,1,1
-47.2168526913794,22.6759613068469,0.191507625810588,1,1
-9.16926107113727,-34.3828336464022,-2.71193483370794,1,1
68.3909565957098,-85.6810392667499,-20.6635236014178,1,1
-31.1251941884443,4.60407033491768,14.5762915605868,2,1
-38.6824405401439,6.16843205245851,3.55038077512283,2,1
-38.9905865799177,5.28390968733662,7.52512298657465,2,1
-39.4844679779217,6.25214608047524,15.6204910322613,2,1
-34.2845581687484,9.90111104700182,7.16180320391684,2,1
-41.195093052091,9.68007899440113,7.27093881186504,2,1
-27.4670513694307,4.30649665384058,2.96412605722614,2,1
-31.1600115516121,0.427173418491791,5.3341707618548,2,1
-24.6898211878774,4.94720417776643,10.7014879442949,2,1
-49.2491872314209,12.4818696401445,1.59192129362111,2,1
-34.8140687806739,15.6093760750872,8.54289496135168,2,1
-55.8603346201294,12.5442677182878,5.90187808134401,2,1
-43.631436792387,4.91617978641319,5.08632071383194,2,1
-26.8865816761758,0.358226551554531,6.92038617331894,2,1
-34.4343753264634,4.33486086390884,7.85710322038015,2,1
-31.2120507399965,9.3092372995566,12.9125557626692,2,1
-46.9444203202952,9.25666774762373,10.1880543861824,2,1
-37.3636424627396,7.57984692531061,16.8931901749882,2,1
